student_id,student_name,email,country,country_code,state,state_code
1079,Gus Ward,gward1079@metaversity.edu,United Kingdom,GB,,
1080,Nelson Richardson,nrichardson1080@metaversity.edu,United Kingdom,GB,,
1081,Jasper Watson,jwatson1081@metaversity.edu,United Kingdom,GB,,
1082,Silas Brooks,sbrooks1082@metaversity.edu,United Kingdom,GB,,
1083,Jake Chavez,jchavez1083@metaversity.edu,United Kingdom,GB,,
1084,Christopher Wood,cwood1084@metaversity.edu,United Kingdom,GB,,
1085,Mike James,mjames1085@metaversity.edu,United Kingdom,GB,,
1086,Percy Bennett,pbennett1086@metaversity.edu,United Kingdom,GB,,
1087,Adolph Gray,agray1087@metaversity.edu,United Kingdom,GB,,
1088,Maurice Mendoza,mmendoza1088@metaversity.edu,United Kingdom,GB,,
1089,Cornelius Ruiz,cruiz1089@metaversity.edu,United Kingdom,GB,,
1090,Felix Hughes,fhughes1090@metaversity.edu,Serbia,RS,,
1091,Reuben Price,rprice1091@metaversity.edu,Serbia,RS,,
1092,Wallace Alvarez,walvarez1092@metaversity.edu,Serbia,RS,,
1093,Claud Castillo,ccastillo1093@metaversity.edu,Serbia,RS,,
1094,Roscoe Sanders,rsanders1094@metaversity.edu,Serbia,RS,,
1095,Sylvester Patel,spatel1095@metaversity.edu,Serbia,RS,,
1096,Earnest Myers,emyers1096@metaversity.edu,Serbia,RS,,
1097,Hiram Long,hlong1097@metaversity.edu,Serbia,RS,,
1098,Otis Ross,oross1098@metaversity.edu,Serbia,RS,,
1099,Simon Foster,sfoster1099@metaversity.edu,Serbia,RS,,
1100,Willard Jimenez,wjimenez1100@metaversity.edu,Serbia,RS,,
1101,Irvin Powell,ipowell1101@metaversity.edu,Serbia,RS,,
1102,Mark Jenkins,mjenkins1102@metaversity.edu,Serbia,RS,,
1103,Jose Perry,jperry1103@metaversity.edu,Serbia,RS,,
1104,Wilbur Russell,wrussell1104@metaversity.edu,Serbia,RS,,
1105,Abraham Sullivan,asullivan1105@metaversity.edu,Serbia,RS,,
1106,Virgil Bell,vbell1106@metaversity.edu,Serbia,RS,,
1107,Clinton Coleman,ccoleman1107@metaversity.edu,Serbia,RS,,
1108,Elbert Butler,ebutler1108@metaversity.edu,Serbia,RS,,
1109,Leslie Henderson,lhenderson1109@metaversity.edu,Serbia,RS,,
1110,Marshall Barnes,mbarnes1110@metaversity.edu,Serbia,RS,,
1111,Owen Gonzales,ogonzales1111@metaversity.edu,Serbia,RS,,
1112,Wiley Fisher,wfisher1112@metaversity.edu,Kazakhstan,KZ,,
1113,Anton Vasquez,avasquez1113@metaversity.edu,Kazakhstan,KZ,,
1114,Morris Simmons,msimmons1114@metaversity.edu,Kazakhstan,KZ,,
1115,Manuel Romero,mromero1115@metaversity.edu,Kazakhstan,KZ,,
1116,Phillip Jordan,pjordan1116@metaversity.edu,Kazakhstan,KZ,,
1117,Augustus Patterson,apatterson1117@metaversity.edu,Kazakhstan,KZ,,
1118,Emmett Alexander,ealexander1118@metaversity.edu,Kazakhstan,KZ,,
1119,Eli Hamilton,ehamilton1119@metaversity.edu,Kazakhstan,KZ,,
1120,Nicholas Graham,ngraham1120@metaversity.edu,Kazakhstan,KZ,,
1121,Wilson Reynolds,wreynolds1121@metaversity.edu,Kazakhstan,KZ,,
1122,Alva Griffin,agriffin1122@metaversity.edu,Kazakhstan,KZ,,
1123,Harley Wallace,hwallace1123@metaversity.edu,Kazakhstan,KZ,,
1124,Newton Moreno,nmoreno1124@metaversity.edu,Kazakhstan,KZ,,
1125,Timothy West,twest1125@metaversity.edu,Kazakhstan,KZ,,
1126,Marvin Cole,mcole1126@metaversity.edu,Cambodia,KH,,
1127,Ross Hayes,rhayes1127@metaversity.edu,Cambodia,KH,,
1128,Curtis Bryant,cbryant1128@metaversity.edu,Cambodia,KH,,
1129,Edmund Herrera,eherrera1129@metaversity.edu,Cambodia,KH,,
1130,Jeff Gibson,jgibson1130@metaversity.edu,Cambodia,KH,,
1131,Elias Ellis,eellis1131@metaversity.edu,Cambodia,KH,,
1132,Harrison Tran,htran1132@metaversity.edu,Cambodia,KH,,
1133,Stanley Medina,smedina1133@metaversity.edu,Cambodia,KH,,
1134,Columbus Aguilar,caguilar1134@metaversity.edu,Cambodia,KH,,
1135,Lon Stevens,lstevens1135@metaversity.edu,Cambodia,KH,,
1136,Ora Murray,omurray1136@metaversity.edu,Cambodia,KH,,
1137,Ollie Ford,oford1137@metaversity.edu,Cambodia,KH,,
1138,Pearl Castro,pcastro1138@metaversity.edu,Cambodia,KH,,
1139,Russell Marshall,rmarshall1139@metaversity.edu,Cambodia,KH,,
1140,Solomon Owens,sowens1140@metaversity.edu,Cambodia,KH,,
1141,Arch Harrison,aharrison1141@metaversity.edu,Cambodia,KH,,
1142,Asa Fernandez,afernandez1142@metaversity.edu,Cambodia,KH,,
1143,Clayton Mcdonald,cmcdonald1143@metaversity.edu,Cambodia,KH,,
1144,Enoch Woods,ewoods1144@metaversity.edu,Cambodia,KH,,
1145,Irving Washington,iwashington1145@metaversity.edu,Cambodia,KH,,
1146,Mathew Kennedy,mkennedy1146@metaversity.edu,Wallis and Futuna,WF,,
1147,Nathaniel Wells,nwells1147@metaversity.edu,Wallis and Futuna,WF,,
1148,Scott Vargas,svargas1148@metaversity.edu,Wallis and Futuna,WF,,
1149,Hubert Henry,hhenry1149@metaversity.edu,Wallis and Futuna,WF,,
1150,Lemuel Chen,lchen1150@metaversity.edu,Wallis and Futuna,WF,,
1151,Andy Freeman,afreeman1151@metaversity.edu,Wallis and Futuna,WF,,
1152,Ellis Webb,ewebb1152@metaversity.edu,Wallis and Futuna,WF,,
1153,Emanuel Tucker,etucker1153@metaversity.edu,Wallis and Futuna,WF,,
1154,Joshua Guzman,jguzman1154@metaversity.edu,Wallis and Futuna,WF,,
1155,Millard Burns,mburns1155@metaversity.edu,Wallis and Futuna,WF,,
1156,Vernon Crawford,vcrawford1156@metaversity.edu,Wallis and Futuna,WF,,
1157,Wade Olson,wolson1157@metaversity.edu,Wallis and Futuna,WF,,
1158,Cyrus Simpson,csimpson1158@metaversity.edu,Fiji,FJ,,
1159,Miles Porter,mporter1159@metaversity.edu,Fiji,FJ,,
1160,Rudolph Hunter,rhunter1160@metaversity.edu,Fiji,FJ,,
1161,Sherman Gordon,sgordon1161@metaversity.edu,Fiji,FJ,,
1162,Austin Mendez,amendez1162@metaversity.edu,Fiji,FJ,,
1163,Bill Silva,bsilva1163@metaversity.edu,Fiji,FJ,,
1164,Chas Shaw,cshaw1164@metaversity.edu,Fiji,FJ,,
1165,Lonnie Snyder,lsnyder1165@metaversity.edu,Fiji,FJ,,
1166,Monroe Mason,mmason1166@metaversity.edu,Fiji,FJ,,
1167,Byron Dixon,bdixon1167@metaversity.edu,Fiji,FJ,,
1168,Edd Munoz,emunoz1168@metaversity.edu,Fiji,FJ,,
1169,Emery Hunt,ehunt1169@metaversity.edu,Fiji,FJ,,
1170,Grant Hicks,ghicks1170@metaversity.edu,Fiji,FJ,,
1171,Jerome Holmes,jholmes1171@metaversity.edu,Fiji,FJ,,
1172,Max Palmer,mpalmer1172@metaversity.edu,Fiji,FJ,,
1173,Mose Wagner,mwagner1173@metaversity.edu,Fiji,FJ,,
1174,Steve Black,sblack1174@metaversity.edu,Fiji,FJ,,
1175,Gordon Robertson,grobertson1175@metaversity.edu,Papua New Guinea,PG,,
1176,Abe Boyd,aboyd1176@metaversity.edu,Peru,PE,,
1177,Pete Rose,prose1177@metaversity.edu,Peru,PE,,
1178,Chris Stone,cstone1178@metaversity.edu,Peru,PE,,
1179,Clark Salazar,csalazar1179@metaversity.edu,Peru,PE,,
1180,Gustave Fox,gfox1180@metaversity.edu,Peru,PE,,
1181,Orville Warren,owarren1181@metaversity.edu,Peru,PE,,
1182,Lorenzo Mills,lmills1182@metaversity.edu,Peru,PE,,
1183,Bruce Meyer,bmeyer1183@metaversity.edu,Peru,PE,,
1184,Marcus Rice,mrice1184@metaversity.edu,Mali,ML,,
1185,Preston Schmidt,pschmidt1185@metaversity.edu,Mali,ML,,
1186,Bob Garza,bgarza1186@metaversity.edu,Mali,ML,,
1187,Dock Daniels,ddaniels1187@metaversity.edu,Mali,ML,,
1188,Donald Ferguson,dferguson1188@metaversity.edu,Mali,ML,,
1189,Jackson Nichols,jnichols1189@metaversity.edu,Mali,ML,,
1190,Cecil Stephens,cstephens1190@metaversity.edu,Mali,ML,,
1191,Barney Soto,bsoto1191@metaversity.edu,Mali,ML,,
1192,Delbert Weaver,dweaver1192@metaversity.edu,Mali,ML,,
1193,Edmond Ryan,eryan1193@metaversity.edu,Mali,ML,,
1194,Anderson Gardner,agardner1194@metaversity.edu,Mali,ML,,
1195,Christian Payne,cpayne1195@metaversity.edu,Mali,ML,,
1196,Glenn Grant,ggrant1196@metaversity.edu,Mali,ML,,
1197,Jefferson Dunn,jdunn1197@metaversity.edu,Mali,ML,,
1198,Luke Kelley,lkelley1198@metaversity.edu,Mali,ML,,
1199,Neal Spencer,nspencer1199@metaversity.edu,Mali,ML,,
1200,Burt Hawkins,bhawkins1200@metaversity.edu,Mali,ML,,
1201,Ike Arnold,iarnold1201@metaversity.edu,Mali,ML,,
1202,Myron Pierce,mpierce1202@metaversity.edu,Mali,ML,,
1203,Tony Vazquez,tvazquez1203@metaversity.edu,Mali,ML,,
1204,Conrad Hansen,chansen1204@metaversity.edu,Mali,ML,,
1205,Joel Peters,jpeters1205@metaversity.edu,Mali,ML,,
1206,Matt Santos,msantos1206@metaversity.edu,Mali,ML,,
1207,Riley Hart,rhart1207@metaversity.edu,Mali,ML,,
1208,Vincent Bradley,vbradley1208@metaversity.edu,Indonesia,ID,,
1209,Emory Knight,eknight1209@metaversity.edu,Indonesia,ID,,
1210,Isaiah Elliott,ielliott1210@metaversity.edu,Indonesia,ID,,
1211,Nick Cunningham,ncunningham1211@metaversity.edu,Indonesia,ID,,
1212,Ezra Duncan,eduncan1212@metaversity.edu,Indonesia,ID,,
1213,Green Armstrong,garmstrong1213@metaversity.edu,Indonesia,ID,,
1214,Juan Hudson,jhudson1214@metaversity.edu,Indonesia,ID,,
1215,Clifton Carroll,ccarroll1215@metaversity.edu,Indonesia,ID,,
1216,Lucius Lane,llane1216@metaversity.edu,Indonesia,ID,,
1217,Porter Riley,priley1217@metaversity.edu,Indonesia,ID,,
1218,Arnold Andrews,aandrews1218@metaversity.edu,Indonesia,ID,,
1219,Bud Alvarado,balvarado1219@metaversity.edu,Indonesia,ID,,
1220,Jeremiah Ray,jray1220@metaversity.edu,Indonesia,ID,,
1221,Taylor Delgado,tdelgado1221@metaversity.edu,Indonesia,ID,,
1222,Forrest Berry,fberry1222@metaversity.edu,Indonesia,ID,,
1223,Roland Perkins,rperkins1223@metaversity.edu,Indonesia,ID,,
1224,Spencer Hoffman,shoffman1224@metaversity.edu,Indonesia,ID,,
1225,Burton Johnston,bjohnston1225@metaversity.edu,Indonesia,ID,,
1226,Don Matthews,dmatthews1226@metaversity.edu,Indonesia,ID,,
1227,Emmet Pena,epena1227@metaversity.edu,Morocco,MA,,
1228,Gustav Richards,grichards1228@metaversity.edu,Morocco,MA,,
1229,Louie Contreras,lcontreras1229@metaversity.edu,Morocco,MA,,
1230,Morgan Willis,mwillis1230@metaversity.edu,Morocco,MA,,
1231,Ned Carpenter,ncarpenter1231@metaversity.edu,Morocco,MA,,
1232,Van Lawrence,vlawrence1232@metaversity.edu,Morocco,MA,,
1233,Ambrose Sandoval,asandoval1233@metaversity.edu,Morocco,MA,,
1234,Chauncey Guerrero,cguerrero1234@metaversity.edu,Morocco,MA,,
1235,Elisha George,egeorge1235@metaversity.edu,Morocco,MA,,
1236,Ferdinand Chapman,fchapman1236@metaversity.edu,Morocco,MA,,
1237,General Rios,grios1237@metaversity.edu,Morocco,MA,,
1238,Julian Estrada,jestrada1238@metaversity.edu,Morocco,MA,,
1239,Kenneth Ortega,kortega1239@metaversity.edu,Morocco,MA,,
1240,Mitchell Watkins,mwatkins1240@metaversity.edu,Morocco,MA,,
1241,Allie Greene,agreene1241@metaversity.edu,Morocco,MA,,
1242,Josh Nunez,jnunez1242@metaversity.edu,Morocco,MA,,
1243,Judson Wheeler,jwheeler1243@metaversity.edu,Morocco,MA,,
1244,Lyman Valdez,lvaldez1244@metaversity.edu,Morocco,MA,,
1245,Napoleon Harper,nharper1245@metaversity.edu,Turkey,TR,,
1246,Pedro Burke,pburke1246@metaversity.edu,Turkey,TR,,
1247,Berry Larson,blarson1247@metaversity.edu,Turkey,TR,,
1248,Dewitt Santiago,dsantiago1248@metaversity.edu,Turkey,TR,,
1249,Ervin Maldonado,emaldonado1249@metaversity.edu,Turkey,TR,,
1250,Forest Morrison,fmorrison1250@metaversity.edu,Turkey,TR,,
1251,Lynn Franklin,lfranklin1251@metaversity.edu,Turkey,TR,,
1252,Pink Carlson,pcarlson1252@metaversity.edu,Turkey,TR,,
1253,Ruben Austin,raustin1253@metaversity.edu,Turkey,TR,,
1254,Sanford Dominguez,sdominguez1254@metaversity.edu,Turkey,TR,,
1255,Ward Carr,wcarr1255@metaversity.edu,Turkey,TR,,
1256,Douglas Lawson,dlawson1256@metaversity.edu,Turkey,TR,,
1257,Ole Jacobs,ojacobs1257@metaversity.edu,Turkey,TR,,
1258,Omer Obrien,oobrien1258@metaversity.edu,Turkey,TR,,
1259,Ulysses Lynch,ulynch1259@metaversity.edu,Turkey,TR,,
1260,Walker Singh,wsingh1260@metaversity.edu,Turkey,TR,,
1261,Wilbert Vega,wvega1261@metaversity.edu,Turkey,TR,,
1262,Adelbert Bishop,abishop1262@metaversity.edu,Uruguay,UY,,
1263,Benjiman Montgomery,bmontgomery1263@metaversity.edu,Uruguay,UY,,
1264,Ivan Oliver,ioliver1264@metaversity.edu,Uruguay,UY,,
1265,Jonas Jensen,jjensen1265@metaversity.edu,Uruguay,UY,,
1266,Major Harvey,mharvey1266@metaversity.edu,Uruguay,UY,,
1267,Abner Williamson,awilliamson1267@metaversity.edu,Uruguay,UY,,
1268,Archibald Gilbert,agilbert1268@metaversity.edu,Uruguay,UY,,
1269,Caleb Dean,cdean1269@metaversity.edu,Uruguay,UY,,
1270,Clint Sims,csims1270@metaversity.edu,Uruguay,UY,,
1271,Dudley Espinoza,despinoza1271@metaversity.edu,Uruguay,UY,,
1272,Granville Howell,ghowell1272@metaversity.edu,Uruguay,UY,,
1273,King Li,kli1273@metaversity.edu,Uruguay,UY,,
1274,Mary Wong,mwong1274@metaversity.edu,Uruguay,UY,,
1275,Merton Reid,mreid1275@metaversity.edu,Uruguay,UY,,
1276,Antonio Hanson,ahanson1276@metaversity.edu,Uruguay,UY,,
1277,Bennie Le,ble1277@metaversity.edu,Uruguay,UY,,
1278,Carroll Mccoy,cmccoy1278@metaversity.edu,Uruguay,UY,,
1279,Freeman Garrett,fgarrett1279@metaversity.edu,Uruguay,UY,,
1280,Josiah Burton,jburton1280@metaversity.edu,Uruguay,UY,,
1281,Milo Fuller,mfuller1281@metaversity.edu,Uruguay,UY,,
1282,Royal Wang,rwang1282@metaversity.edu,Uruguay,UY,,
1283,Dick Weber,dweber1283@metaversity.edu,Bouvet Island,BV,,
1284,Earle Welch,ewelch1284@metaversity.edu,Bouvet Island,BV,,
1285,Elza Rojas,erojas1285@metaversity.edu,Bouvet Island,BV,,
1286,Emerson Lucas,elucas1286@metaversity.edu,Bouvet Island,BV,,
1287,Fletcher Marquez,fmarquez1287@metaversity.edu,Bouvet Island,BV,,
1288,Judge Fields,jfields1288@metaversity.edu,Bouvet Island,BV,,
1289,Laurence Park,lpark1289@metaversity.edu,Bouvet Island,BV,,
1290,Neil Yang,nyang1290@metaversity.edu,Bouvet Island,BV,,
1291,Roger Little,rlittle1291@metaversity.edu,Bouvet Island,BV,,
1292,Seth Banks,sbanks1292@metaversity.edu,Bouvet Island,BV,,
1293,Glen Padilla,gpadilla1293@metaversity.edu,Bouvet Island,BV,,
1294,Hugo Day,hday1294@metaversity.edu,Bouvet Island,BV,,
1295,Jimmie Walsh,jwalsh1295@metaversity.edu,Bouvet Island,BV,,
1296,Johnnie Bowman,jbowman1296@metaversity.edu,Bouvet Island,BV,,
1297,Washington Schultz,wschultz1297@metaversity.edu,Bouvet Island,BV,,
1298,Elwood Luna,eluna1298@metaversity.edu,Bouvet Island,BV,,
1299,Gust Fowler,gfowler1299@metaversity.edu,Bouvet Island,BV,,
1300,Harmon Mejia,hmejia1300@metaversity.edu,Bouvet Island,BV,,
1301,Jordan Davidson,jdavidson1301@metaversity.edu,American Samoa,AS,,
1302,Simeon Acosta,sacosta1302@metaversity.edu,Dominica,DM,,
1303,Wayne Brewer,wbrewer1303@metaversity.edu,Dominica,DM,,
1304,Wilber May,wmay1304@metaversity.edu,Dominica,DM,,
1305,Clem Holland,cholland1305@metaversity.edu,Dominica,DM,,
1306,Evan Juarez,ejuarez1306@metaversity.edu,Dominica,DM,,
1307,Frederic Newman,fnewman1307@metaversity.edu,Saint Vincent and the Grenadines,VC,,
1308,Irwin Pearson,ipearson1308@metaversity.edu,Saint Vincent and the Grenadines,VC,,
1309,Junius Curtis,jcurtis1309@metaversity.edu,Saint Vincent and the Grenadines,VC,,
1310,Lafayette Cortez,lcortez1310@metaversity.edu,Saint Vincent and the Grenadines,VC,,
1311,Loren Douglas,ldouglas1311@metaversity.edu,Saint Vincent and the Grenadines,VC,,
1312,Madison Schneider,mschneider1312@metaversity.edu,Saint Vincent and the Grenadines,VC,,
1313,Mason Joseph,mjoseph1313@metaversity.edu,Saint Vincent and the Grenadines,VC,,
1314,Orval Barrett,obarrett1314@metaversity.edu,Saint Vincent and the Grenadines,VC,,
1315,Abram Navarro,anavarro1315@metaversity.edu,Saint Vincent and the Grenadines,VC,,
1316,Aubrey Figueroa,afigueroa1316@metaversity.edu,Saint Vincent and the Grenadines,VC,,
1317,Elliott Keller,ekeller1317@metaversity.edu,Saint Vincent and the Grenadines,VC,,
1318,Hans Avila,havila1318@metaversity.edu,Saint Vincent and the Grenadines,VC,,
1319,Karl Wade,kwade1319@metaversity.edu,Saint Vincent and the Grenadines,VC,,
1320,Minor Molina,mmolina1320@metaversity.edu,Saint Vincent and the Grenadines,VC,,
1321,Wash Stanley,wstanley1321@metaversity.edu,Saint Vincent and the Grenadines,VC,,
1322,Wilfred Hopkins,whopkins1322@metaversity.edu,Saint Vincent and the Grenadines,VC,,
1323,Allan Campos,acampos1323@metaversity.edu,Saint Vincent and the Grenadines,VC,,
1324,Alphonse Barnett,abarnett1324@metaversity.edu,Saint Vincent and the Grenadines,VC,,
1325,Dallas Bates,dbates1325@metaversity.edu,Saint Vincent and the Grenadines,VC,,
1326,Dee Chambers,dchambers1326@metaversity.edu,Saint Vincent and the Grenadines,VC,,
1327,Isiah Caldwell,icaldwell1327@metaversity.edu,Saint Vincent and the Grenadines,VC,,
1328,Jason Beck,jbeck1328@metaversity.edu,Saint Vincent and the Grenadines,VC,,
1329,Johnny Lambert,jlambert1329@metaversity.edu,Saint Vincent and the Grenadines,VC,,
1330,Lawson Miranda,lmiranda1330@metaversity.edu,Angola,AO,,
1331,Lew Byrd,lbyrd1331@metaversity.edu,Angola,AO,,
1332,Micheal Craig,mcraig1332@metaversity.edu,Angola,AO,,
1333,Orin Ayala,oayala1333@metaversity.edu,Angola,AO,,
1334,Addison Lowe,alowe1334@metaversity.edu,Angola,AO,,
1335,Cal Frazier,cfrazier1335@metaversity.edu,Angola,AO,,
1336,Erastus Powers,epowers1336@metaversity.edu,"Hong Kong S.A.R., China",HK,,
1337,Francisco Neal,fneal1337@metaversity.edu,"Hong Kong S.A.R., China",HK,,
1338,Hardy Leonard,hleonard1338@metaversity.edu,"Hong Kong S.A.R., China",HK,,
1339,Lucien Gregory,lgregory1339@metaversity.edu,"Hong Kong S.A.R., China",HK,,
1340,Randolph Carrillo,rcarrillo1340@metaversity.edu,"Hong Kong S.A.R., China",HK,,
1341,Stewart Sutton,ssutton1341@metaversity.edu,"Hong Kong S.A.R., China",HK,,
1342,Vern Fleming,vfleming1342@metaversity.edu,"Hong Kong S.A.R., China",HK,,
1343,Wilmer Rhodes,wrhodes1343@metaversity.edu,"Hong Kong S.A.R., China",HK,,
1344,Zack Shelton,zshelton1344@metaversity.edu,"Hong Kong S.A.R., China",HK,,
1345,Adrian Schwartz,aschwartz1345@metaversity.edu,"Hong Kong S.A.R., China",HK,,
1346,Alvah Norris,anorris1346@metaversity.edu,"Hong Kong S.A.R., China",HK,,
1347,Bertram Jennings,bjennings1347@metaversity.edu,"Hong Kong S.A.R., China",HK,,
1348,Clay Watts,cwatts1348@metaversity.edu,"Hong Kong S.A.R., China",HK,,
1349,Ephraim Duran,eduran1349@metaversity.edu,"Hong Kong S.A.R., China",HK,,
1350,Fritz Walters,fwalters1350@metaversity.edu,"Hong Kong S.A.R., China",HK,,
1351,Giles Cohen,gcohen1351@metaversity.edu,"Hong Kong S.A.R., China",HK,,
1352,Grover Mcdaniel,gmcdaniel1352@metaversity.edu,"Hong Kong S.A.R., China",HK,,
1353,Harris Moran,hmoran1353@metaversity.edu,"Hong Kong S.A.R., China",HK,,
1354,Isom Parks,iparks1354@metaversity.edu,"Hong Kong S.A.R., China",HK,,
1355,Jesus Steele,jsteele1355@metaversity.edu,"Hong Kong S.A.R., China",HK,,
1356,Johnie Vaughn,jvaughn1356@metaversity.edu,"Hong Kong S.A.R., China",HK,,
1357,Jonathan Becker,jbecker1357@metaversity.edu,"Hong Kong S.A.R., China",HK,,
1358,Lucian Holt,lholt1358@metaversity.edu,"Hong Kong S.A.R., China",HK,,
1359,Malcolm Deleon,mdeleon1359@metaversity.edu,Suriname,SR,,
